Time,Value
0.401,0.427
2.308,0.854
4.115,1.281
5.922,1.708
7.629,2.135
9.437,2.562
11.245,2.989
13.155,3.416
15.65,3.843
16.871,4.270
18.680,4.697
20.390,5.124
22.200,5.551
23.909,5.978
25.619,6.405
27.427,6.832
29.136,7.259
30.947,7.686
32.655,8.113
34.465,8.540
36.174,8.967
37.984,9.394
39.694,9.821
41.502,10.248
43.313,10.676
45.24,11.103
46.732,11.530
48.542,11.957
50.252,12.384
52.63,12.811
53.772,13.238
55.482,13.665
57.292,14.92
59.1,14.519
60.808,14.946
62.519,15.373
64.330,15.800
