Time,Value
1.802,0.427
3.610,0.854
5.418,1.281
7.124,1.708
8.932,2.135
10.739,2.562
12.549,2.989
14.459,3.416
16.368,3.843
18.178,4.270
19.887,4.697
21.697,5.124
23.407,5.551
25.215,5.978
26.924,6.405
28.734,6.832
30.444,7.259
32.254,7.686
33.963,8.113
35.672,8.540
37.480,8.967
39.291,9.394
41.0,9.821
42.806,10.248
44.617,10.676
46.428,11.103
48.138,11.530
49.949,11.957
51.758,12.384
53.470,12.811
55.180,13.238
56.991,13.665
58.801,14.92
60.509,14.519
62.321,14.946
64.131,15.373
65.841,15.800
