Time,Value
1.102,0.427
2.909,0.854
4.716,1.281
6.525,1.708
8.231,2.135
10.39,2.562
11.846,2.989
13.755,3.416
15.565,3.843
17.474,4.270
19.184,4.697
20.893,5.124
22.703,5.551
24.412,5.978
26.222,6.405
27.931,6.832
29.740,7.259
31.451,7.686
33.159,8.113
34.868,8.540
36.679,8.967
38.388,9.394
40.197,9.821
41.906,10.248
43.717,10.676
45.427,11.103
47.237,11.530
48.948,11.957
50.659,12.384
52.470,12.811
54.180,13.238
55.890,13.665
57.700,14.92
59.409,14.519
