Time,Value
0.202,0.427
0.906,0.854
1.614,1.281
2.319,1.708
3.26,2.135
3.730,2.562
4.437,2.989
5.143,3.416
5.848,3.843
6.454,4.270
7.161,4.697
7.866,5.124
8.572,5.551
9.279,5.978
9.985,6.405
10.691,6.832
11.399,7.259
12.108,7.686
12.814,8.113
13.524,8.540
14.231,8.967
14.939,9.394
15.647,9.821
16.355,10.248
16.965,10.676
17.673,11.103
18.383,11.530
19.92,11.957
19.799,12.384
20.409,12.811
21.217,13.238
