Time,Value
1.104,0.387
2.911,0.236
4.719,0.236
6.526,0.236
8.234,0.250
10.40,0.236
11.848,0.236
13.758,0.223
15.567,0.235
17.478,0.223
19.187,0.249
20.895,0.249
22.705,0.236
24.415,0.249
26.224,0.236
27.933,0.249
29.742,0.235
31.452,0.249
33.161,0.249
34.870,0.249
36.680,0.235
38.390,0.249
40.200,0.236
41.909,0.249
43.719,0.235
45.430,0.249
47.239,0.235
48.951,0.249
50.660,0.249
52.472,0.235
54.181,0.249
55.892,0.249
57.702,0.235
59.412,0.249
