Time,Value
0.702,0.427
1.508,0.854
2.215,1.281
2.920,1.708
3.627,2.135
4.332,2.562
5.39,2.989
5.743,3.416
6.450,3.843
7.155,4.270
7.761,4.697
8.468,5.124
9.173,5.551
9.881,5.978
10.586,6.405
11.194,6.832
11.902,7.259
12.710,7.686
13.420,8.113
14.128,8.540
14.835,8.967
15.543,9.394
16.151,9.821
16.860,10.248
17.569,10.676
18.278,11.103
18.986,11.530
19.696,11.957
20.406,12.384
21.114,12.811
21.824,13.238
22.432,13.665
23.142,14.92
23.850,14.519
24.559,14.946
25.269,15.373
