Time,Value
0.403,1.67
2.311,0.223
4.117,0.236
5.924,0.236
7.631,0.250
9.440,0.236
11.246,0.236
13.156,0.223
15.66,0.223
16.874,0.236
18.683,0.236
20.392,0.249
22.201,0.235
23.911,0.249
25.621,0.249
27.430,0.236
29.139,0.249
30.948,0.235
32.657,0.249
34.467,0.236
36.176,0.249
37.986,0.235
39.695,0.249
41.504,0.236
43.315,0.235
45.26,0.249
46.734,0.250
48.544,0.235
50.254,0.249
52.65,0.235
53.774,0.250
55.484,0.249
57.294,0.235
59.3,0.249
60.810,0.236
62.521,0.249
64.332,0.235
