Time,Value
1.203,0.427
3.10,0.854
4.916,1.281
6.624,1.708
8.431,2.135
10.239,2.562
12.48,2.989
13.955,3.416
15.865,3.843
17.674,4.270
19.485,4.697
21.194,5.124
23.2,5.551
24.708,5.978
26.519,6.405
28.229,6.832
30.37,7.259
31.744,7.686
33.453,8.113
35.164,8.540
36.973,8.967
38.783,9.394
40.492,9.821
42.301,10.248
44.12,10.676
45.820,11.103
47.530,11.530
49.341,11.957
51.52,12.384
52.761,12.811
