Time,Value
0.203,2.124
0.909,0.605
1.616,0.604
2.322,0.605
3.27,0.604
3.732,0.605
4.437,0.604
5.145,0.604
5.850,0.604
6.456,0.704
7.163,0.604
7.869,0.604
8.574,0.604
9.281,0.604
9.987,0.605
10.692,0.604
11.400,0.604
12.109,0.602
12.817,0.604
13.525,0.602
14.234,0.603
14.942,0.604
15.650,0.602
16.359,0.604
16.967,0.700
17.675,0.602
18.386,0.602
19.95,0.601
19.802,0.604
20.411,0.701
21.220,0.527
