Time,Value
1.3,0.426
2.810,0.236
4.617,0.236
6.425,0.236
8.233,0.236
10.39,0.236
11.846,0.236
13.657,0.235
15.565,0.223
17.375,0.235
19.185,0.236
20.994,0.235
22.703,0.249
24.513,0.235
26.222,0.249
28.32,0.235
29.739,0.250
31.548,0.236
33.257,0.249
35.66,0.236
36.774,0.250
38.584,0.235
40.393,0.236
42.203,0.235
44.13,0.235
45.722,0.250
47.532,0.235
49.242,0.249
51.54,0.235
52.862,0.236
54.572,0.249
56.382,0.235
58.193,0.235
59.902,0.249
61.713,0.235
