Time,Value
0.704,0.609
1.511,0.529
2.216,0.605
2.922,0.604
3.629,0.605
4.334,0.604
5.42,0.605
5.745,0.604
6.452,0.604
7.157,0.604
7.763,0.705
8.471,0.604
9.176,0.605
9.882,0.604
10.588,0.604
11.196,0.703
11.904,0.603
12.712,0.528
13.420,0.602
14.129,0.604
14.837,0.602
15.545,0.603
16.153,0.702
16.862,0.602
17.570,0.603
18.281,0.601
18.989,0.603
19.698,0.602
20.407,0.601
21.116,0.603
21.826,0.601
22.434,0.701
23.144,0.602
23.851,0.603
24.562,0.602
25.271,0.601
