1032, 75.945
2115, 69.137
3198, 86.617
4281, 88.89
5364, 75.762
6448, 85.514
7530, 73.369
8613, 72.817
9697, 75.25
10780, 66.745
11864, 69.136
12947, 80.729
14030, 71.713
15114, 75.761
16197, 70.241
17282, 70.425
18365, 72.817
19448, 71.529
20532, 330.422
21615, 78.705
22700, 68.584
23783, 82.937
24866, 84.961
25950, 81.97
27033, 94.346
28116, 87.537
29200, 79.625
30283, 78.890
31368, 82.753
32451, 150.651
33534, 67.665
34618, 71.897
35701, 77.233
36785, 72.265
37869, 81.834
38952, 83.673
40036, 355.630
41119, 306.869
42203, 290.125
43287, 282.212
