1032, 452.783
2115, 380.102
3198, 199.227
4282, 176.595
5365, 320.853
6449, 341.94
7531, 420.583
8614, 319.566
9698, 176.226
10781, 267.124
11866, 227.11
12949, 341.462
14032, 356.734
15116, 298.37
16200, 257.556
17284, 316.437
18367, 339.806
19450, 351.214
20535, 382.678
21618, 335.22
22702, 349.558
23786, 389.855
24869, 443.583
25953, 425.183
27036, 408.71
28121, 332.78
29204, 349.558
30287, 323.613
31371, 408.71
32455, 416.903
33539, 422.55
34622, 399.974
35705, 385.438
36790, 365.198
37873, 354.894
38957, 375.870
40041, 433.279
41124, 416.351
42208, 501.913
43291, 355.78
44376, 383.46
45459, 423.343
46542, 271.356
47626, 352.318
48710, 360.966
49794, 394.455
50877, 361.702
51960, 443.583
53045, 431.807
54128, 404.942
55212, 374.582
56296, 396.479
57379, 430.519
