1032, 460.696
2115, 381.206
3198, 359.494
4282, 370.718
5365, 393.534
6449, 418.375
7531, 382.310
8614, 409.175
9698, 281.477
10781, 308.709
11866, 360.230
12949, 240.628
14032, 323.61
15116, 342.197
16200, 252.956
17284, 301.717
18367, 302.85
19450, 279.268
20535, 283.869
21618, 379.366
22702, 211.739
23786, 229.403
24869, 244.308
25953, 378.630
27037, 386.542
28121, 314.229
29204, 255.901
30287, 364.278
31372, 356.734
32455, 359.494
33539, 471.368
34623, 475.784
35706, 380.287
36790, 326.557
37873, 302.268
38958, 443.951
40041, 424.815
41124, 362.990
42208, 540.553
43292, 526.936
44376, 389.118
45459, 296.933
46543, 454.807
