1032, 430
2115, 428
3198, 423
4282, 433
5365, 441
6449, 423
7532, 422
8614, 406
9698, 424
10781, 408
11866, 424
12949, 424
14032, 437
15116, 444
16200, 442
17284, 422
18367, 436
19451, 421
20535, 428
21618, 430
22702, 433
23786, 426
24869, 434
25953, 430
27037, 441
28121, 424
29204, 429
30288, 440
31372, 412
32455, 421
33539, 420
34623, 426
35706, 414
36790, 424
37874, 437
38958, 424
40041, 431
41124, 452
42209, 445
43292, 435
44376, 457
45459, 464
46543, 452
47627, 437
48710, 445
49795, 412
50878, 422
51961, 425
53045, 436
54129, 475
55213, 492
56296, 477
57380, 436
